codigo_estacion,5200006,5414001,5404001,5401007,5410002,5410006,5401003,5426004,5403002,5500003,5733008,5510001,5510005,5427006,5510002,5706003,5721017,5721016,5722001,5721001,5722002,5730012,5744002,5730016,5706001,5705001,5737002,5730015,5730039,5703011,5710001,5703009,5711003,5703008,5740005,5702011,5702001,5701008,5701005,6011001,6003001,6000003,6000004,6015003,6013005,6013001,6013008,6028001,6023000,6034003,6020001,330007,330020,330021,330019,330030,CIM00085574,CIM00085577,5716005
1/15/1980,21.36,,,,,22.04827586,,19.83478261,,,23.88275862,,,20.66,19.58636364,,,,,,,23.05384615,,,,,,23.49655172,,,,,21.86666667,15.75666667,20.95,,,,21.09310345,,,,,,,,,,,22.56,,18.9,25.4,22.1,,18.2,22.25,,
2/15/1980,21.36296296,,,,,20.17586207,,20.78965517,,,21.89230769,,,21.24444444,20.17307692,,,,,,,21.11785714,,,,,,21.94545455,,,,,20.61071429,12.71923077,21.2,,,,18.48214286,,,,,,,,,,,21.51034483,,21.1,23.7,20.6,,19.6,20.55862069,,
3/15/1980,20.48064516,,,,,20.82580645,,19.35806452,,,21.65483871,,,20.45517241,17.66206897,,,,,,,20.99259259,,,,,,21.02307692,,,,,19.71923077,15.42258065,20.71111111,,,,20.83448276,,,,,20.3875,,,,,,20.12903226,,19.5,23.1,19.5,,18.3,19.26774194,,
4/15/1980,15.86296296,,,,,15.23703704,,16.60689655,,,16.14,,,16.63076923,14.23333333,,,,,,,14.52666667,,,,,,15.07,,,,,13.85263158,7.852,15.07692308,,,,11.66,,,,,14.36,,,,,,12.96333333,,16.1,16.3,14.1,,15.7,13.95,,
5/15/1980,13.17666667,,,,,12.43448276,,13.57096774,,,12.60384615,,,12.82592593,11.46666667,,,,,,,12.23870968,,,,,,12.14090909,,,,,10.82380952,8.15,12.79642857,,,,10.17419355,,,,,12.47096774,,,,,,10.87419355,,13.6,13.1,11.2,,13.8,11.07419355,,
6/15/1980,12.10689655,,,,,10.42857143,,12.09333333,,,9.613636364,,,11.16666667,10.04444444,,,,,,,10.94230769,,,,,,9.873076923,,,,,9.107692308,5.855555556,11.476,,,,8.210344828,,,,,10.05172414,,,,,,8.151851852,,13.6,11.2,8.5,,12.6,8.806666667,,
7/15/1980,11.28387097,,,,,10.46206897,,10.63548387,,,9.09375,,,10.65483871,9.142857143,,,,,,,9.693103448,,,,,,9.003448276,,,,,8.12,2.21,10.01923077,,,,6.524137931,,,,,8.848387097,,,,,,7.761290323,,12,9.9,7.3,,11.3,7.729032258,,
8/15/1980,11.72333333,,,,,10.64193548,,12.63548387,,,8.37,,,11.76774194,10.22758621,,,,,,,11.7962963,,,,,,10.86129032,,,,,9.351724138,4.538709677,11.81333333,,,,9.963333333,,,,,10.52903226,,,,,,10.21,,13.4,12.4,9,,12.7,9.319354839,,
9/15/1980,12.83333333,,,,,12.67407407,,12.3137931,,,13.12758621,,,12.45714286,11.18,,,,,,,12.28333333,,,,,,12.85,,,,,11.5,6.703333333,12.55333333,,,,11.23,,,,,12.27666667,,,,,,11.38666667,,13.1,14.3,10.8,,12.5,11.06,,
10/15/1980,14.0137931,,,,,14.79310345,,14.95517241,,,15.87931034,,,14.16666667,11.90645161,,,,,,,15.16818182,,,,,,15.40714286,,,,,14.44137931,7.365517241,14.7,,,,13.13870968,,,,,15.88064516,,,,,,14.18709677,,14.7,17,13.4,,13.7,13.48709677,,
11/15/1980,15.60952381,,,,,17.60384615,,15.84666667,,,18.01,,,15.2137931,13.82333333,,,,,,,17.48,17.79259259,,,,,17.04666667,,,,,17.17857143,9.957142857,16.50740741,,,,16.02,,,,,17.29,,,,,,16.95,,15,19.8,15.9,,14.3,16.38333333,,
12/15/1980,18.50689655,,,,,20.93333333,,18.68064516,,,20.18064516,,,19.23225806,16.71923077,,,,,,,20.79310345,,,,,,20.94814815,,,,,20.06521739,13.05,19.27419355,,,,19.03333333,,,,,20.59354839,,,,,,20.37857143,,17.6,23.1,19.1,,17.2,19.49032258,,
